step,d_loss,h_loss,gpu_temp
996,0.693146,0.692973,83
997,0.693146,0.693104,83
998,0.693147,0.693349,83
999,0.693147,0.693128,83
1000,0.693147,0.693288,82
1001,0.693146,0.693167,82
1002,0.693147,0.693069,82
1003,0.693146,0.693318,82
1004,0.693147,0.692971,82
1005,0.693147,0.693305,82
1006,0.693147,0.693078,82
1007,0.693147,0.693126,82
1008,0.693147,0.693157,82
1009,0.693147,0.693209,82
1010,0.693147,0.693046,85
1011,0.693147,0.693122,85
1012,0.693146,0.693083,85
1013,0.693146,0.69331,85
1014,0.693148,0.693138,85
1015,0.693147,0.69329,85
1016,0.693148,0.692978,85
1017,0.693146,0.692768,85
1018,0.693146,0.693354,85
1019,0.693148,0.693183,85
1020,0.693147,0.693419,82
1021,0.693145,0.693066,82
1022,0.693146,0.693699,82
1023,0.693147,0.692844,82
1024,0.693146,0.693436,82
1025,0.693147,0.693214,82
1026,0.693146,0.693328,82
1027,0.693147,0.693032,82
1028,0.693147,0.69327,82
1029,0.693146,0.693201,82
1030,0.693148,0.693049,85
1031,0.693146,0.693517,85
1032,0.693146,0.692964,85
1033,0.693148,0.693354,85
1034,0.693146,0.692972,85
1035,0.693146,0.693108,85
1036,0.693147,0.693046,85
1037,0.693147,0.693164,85
1038,0.693147,0.693227,85
1039,0.693147,0.693006,85
1040,0.693146,0.693254,86
1041,0.693147,0.693255,86
1042,0.693146,0.693132,86
1043,0.693147,0.693105,86
1044,0.693146,0.693196,86
1045,0.693148,0.693026,86
1046,0.693147,0.693282,86
1047,0.693147,0.693068,86
1048,0.693147,0.693128,86
1049,0.693147,0.6932,86
1050,0.693147,0.693094,84
1051,0.693147,0.693229,84
1052,0.693147,0.693213,84
1053,0.693147,0.693164,84
1054,0.693147,0.693167,84
1055,0.693147,0.69313,84
1056,0.693147,0.693101,84
1057,0.693147,0.693148,84
1058,0.693147,0.693189,84
1059,0.693147,0.693108,84
1060,0.693146,0.693296,86
1061,0.693147,0.692967,86
1062,0.693147,0.693408,86
1063,0.693147,0.693245,86
1064,0.693147,0.692918,86
1065,0.693147,0.693222,86
1066,0.693146,0.693102,86
1067,0.693148,0.693213,86
1068,0.693146,0.693135,86
1069,0.693146,0.692992,86
1070,0.693148,0.693463,82
1071,0.693151,0.693686,82
1072,0.693146,0.692631,82
1073,0.693145,0.693472,82
1074,0.693145,0.693276,82
1075,0.693146,0.693132,82
1076,0.693144,0.693398,82
1077,0.693147,0.693827,82
1078,0.693147,0.693082,82
1079,0.693143,0.693366,82
1080,0.693143,0.693466,83
1081,0.693146,0.693376,83
1082,0.693146,0.693105,83
1083,0.693147,0.693103,83
1084,0.693147,0.69314,83
1085,0.693146,0.69327,83
1086,0.693147,0.693198,83
1087,0.693146,0.693181,83
1088,0.693147,0.693125,83
1089,0.693147,0.693189,83
1090,0.693147,0.69314,87
1091,0.693147,0.693195,87
1092,0.693147,0.693159,87
1093,0.693146,0.693093,87
1094,0.693147,0.693135,87
1095,0.693148,0.693286,87
1096,0.693147,0.693321,87
1097,0.693147,0.693051,87
1098,0.693146,0.693358,87
1099,0.693147,0.693106,87
1100,0.693147,0.693124,84
1101,0.693147,0.69316,84
1102,0.693147,0.693216,84
1103,0.693147,0.693235,84
1104,0.693145,0.693134,84
1105,0.693146,0.693238,84
1106,0.693147,0.693068,84
1107,0.693145,0.693275,84
1108,0.693149,0.693237,84
1109,0.693146,0.693168,84
1110,0.693147,0.693537,87
1111,0.693146,0.693328,87
1112,0.693146,0.693152,87
1113,0.693147,0.69325,87
1114,0.693146,0.693106,87
1115,0.693147,0.693156,87
1116,0.693147,0.693206,87
1117,0.693147,0.693239,87
1118,0.693147,0.693084,87
1119,0.693145,0.693331,87
1120,0.693146,0.693195,84
1121,0.693143,0.693191,84
1122,0.693148,0.693833,84
1123,0.693148,0.692969,84
1124,0.693147,0.69292,84
1125,0.693146,0.693162,84
1126,0.693145,0.693357,84
1127,0.69315,0.693633,84
1128,0.693145,0.693137,84
1129,0.693144,0.693251,84
1130,0.693147,0.69357,87
1131,0.693148,0.693134,87
1132,0.693146,0.69423,87
1133,0.693146,0.692343,87
1134,0.693144,0.693933,87
1135,0.693145,0.693321,87
1136,0.693145,0.693305,87
1137,0.693147,0.692971,87
1138,0.693146,0.693291,87
1139,0.693147,0.69312,87
1140,0.693146,0.693055,86
1141,0.693149,0.693599,86
1142,0.693147,0.69351,86
1143,0.693146,0.692788,86
1144,0.693145,0.693281,86
1145,0.693147,0.693155,86
1146,0.693147,0.693268,86
1147,0.693143,0.693178,86
1148,0.693148,0.693508,86
1149,0.693147,0.69344,86
1150,0.693143,0.693276,86
1151,0.693145,0.692861,86
1152,0.693145,0.693043,86
1153,0.693143,0.693945,86
1154,0.693149,0.693004,86
1155,0.693148,0.693719,86
1156,0.693146,0.692939,86
1157,0.693147,0.693213,86
1158,0.693147,0.693227,86
1159,0.693145,0.693365,86
1160,0.693145,0.693031,87
1161,0.693148,0.69385,87
1162,0.693147,0.693158,87
1163,0.693147,0.693005,87
1164,0.693146,0.693054,87
1165,0.693144,0.693481,87
1166,0.693147,0.69289,87
1167,0.693144,0.693368,87
1168,0.693149,0.693705,87
1169,0.693147,0.692909,87
1170,0.693147,0.692991,87
1171,0.693146,0.693268,87
1172,0.693143,0.693683,87
1173,0.693145,0.692925,87
1174,0.693146,0.693347,87
1175,0.693149,0.693497,87
1176,0.693147,0.693344,87
1177,0.693143,0.694106,87
1178,0.693147,0.692489,87
1179,0.693145,0.693479,87
1180,0.693146,0.693171,87
1181,0.693146,0.693585,87
1182,0.693147,0.692896,87
1183,0.693147,0.693734,87
1184,0.693147,0.693098,87
1185,0.693144,0.693358,87
1186,0.693147,0.692682,87
1187,0.693145,0.693531,87
1188,0.693146,0.693106,87
1189,0.693147,0.693323,87
1190,0.693148,0.693123,84
1191,0.693147,0.693013,84
1192,0.693147,0.69316,84
1193,0.693146,0.693235,84
1194,0.693146,0.693063,84
1195,0.693147,0.693103,84
1196,0.693145,0.693,84
1197,0.693147,0.693136,84
1198,0.693145,0.693205,84
1199,0.693148,0.692971,84
1200,0.693147,0.693368,87
1201,0.693145,0.693273,87
1202,0.693147,0.694245,87
1203,0.693147,0.693097,87
1204,0.693146,0.692983,87
1205,0.693145,0.693267,87
1206,0.693147,0.693031,87
1207,0.693146,0.693334,87
1208,0.693147,0.693115,87
1209,0.693147,0.693372,87
1210,0.693144,0.693067,85
1211,0.693146,0.694196,85
1212,0.693147,0.693217,85
1213,0.693142,0.693023,85
1214,0.693145,0.693183,85
1215,0.693144,0.693457,85
1216,0.693148,0.693045,85
1217,0.693146,0.692837,85
1218,0.693145,0.693218,85
1219,0.693147,0.69341,85
1220,0.693146,0.692409,86
1221,0.693148,0.693503,86
1222,0.693147,0.693298,86
1223,0.693146,0.693043,86
1224,0.693146,0.693048,86
1225,0.693146,0.692946,86
1226,0.69314,0.692722,86
1227,0.693139,0.693301,86
1228,0.693143,0.693095,86
1229,0.693142,0.693269,86
1230,0.693147,0.693487,85
1231,0.693148,0.693018,85
1232,0.693147,0.693564,85
1233,0.693144,0.689918,85
1234,0.69314,0.692755,85
1235,0.693147,0.69274,85
1236,0.693147,0.693459,85
1237,0.693144,0.693195,85
1238,0.693147,0.692707,85
1239,0.693148,0.69417,85
1240,0.693144,0.692412,84
1241,0.693146,0.693515,84
1242,0.693147,0.692935,84
1243,0.693147,0.693205,84
1244,0.693147,0.693037,84
1245,0.693148,0.693104,84
1246,0.693148,0.692986,84
1247,0.693148,0.69335,84
1248,0.69314,0.692958,84
1249,0.693142,0.692413,84
1250,0.693148,0.693226,85
1251,0.693147,0.693286,85
1252,0.693145,0.693626,85
1253,0.693147,0.692515,85
1254,0.693147,0.693317,85
1255,0.693147,0.693287,85
1256,0.693146,0.693006,85
1257,0.693147,0.693013,85
1258,0.693147,0.69329,85
1259,0.693147,0.693018,85
1260,0.693147,0.693518,86
1261,0.693147,0.6933,86
1262,0.693147,0.692964,86
1263,0.693147,0.693313,86
1264,0.693144,0.693352,86
1265,0.693147,0.693241,86
1266,0.693141,0.692992,86
1267,0.693146,0.692892,86
1268,0.693146,0.692953,86
1269,0.693148,0.693301,86
1270,0.693144,0.695329,84
1271,0.693147,0.692457,84
1272,0.693147,0.693384,84
1273,0.693143,0.69301,84
1274,0.693123,0.69097,84
1275,0.693149,0.693473,84
1276,0.693147,0.693302,84
1277,0.693147,0.692932,84
1278,0.693139,0.693624,84
1279,0.693143,0.693005,84
1280,0.693147,0.693206,83
1281,0.693144,0.69305,83
1282,0.693145,0.693655,83
1283,0.693144,0.693039,83
1284,0.693143,0.693317,83
1285,0.693147,0.692877,83
1286,0.693145,0.693276,83
1287,0.693147,0.693106,83
1288,0.693144,0.693246,83
1289,0.693145,0.693631,83
1290,0.693146,0.69282,87
1291,0.693144,0.693263,87
1292,0.693142,0.693298,87
1293,0.693145,0.692501,87
1294,0.693146,0.693131,87
1295,0.693147,0.692953,87
1296,0.693147,0.693337,87
1297,0.693148,0.693214,87
1298,0.693148,0.693228,87
1299,0.693147,0.692976,87
1300,0.693144,0.693242,84
1301,0.693148,0.693273,84
1302,0.693147,0.693283,84
1303,0.693146,0.694262,84
1304,0.693145,0.692754,84
1305,0.693144,0.692354,84
1306,0.693146,0.693621,84
1307,0.693145,0.693189,84
1308,0.693142,0.692569,84
1309,0.693149,0.693011,84
1310,0.693146,0.693651,87
1311,0.693143,0.692582,87
1312,0.693146,0.693487,87
1313,0.693146,0.693137,87
1314,0.693143,0.693215,87
1315,0.693146,0.693223,87
1316,0.69314,0.693359,87
1317,0.693147,0.692892,87
1318,0.693147,0.693184,87
1319,0.693142,0.692902,87
1320,0.693147,0.693221,87
1321,0.693147,0.693061,87
1322,0.693148,0.692841,87
1323,0.693148,0.693419,87
1324,0.693147,0.692963,87
1325,0.693147,0.693342,87
1326,0.693147,0.693088,87
1327,0.693147,0.69316,87
1328,0.693146,0.692995,87
1329,0.693145,0.693252,87
1330,0.693146,0.693097,84
1331,0.693147,0.693023,84
1332,0.693146,0.693242,84
1333,0.693146,0.693134,84
1334,0.693147,0.693067,84
1335,0.693147,0.693303,84
1336,0.693145,0.693032,84
1337,0.693147,0.693185,84
1338,0.693147,0.693017,84
1339,0.693147,0.693467,84
1340,0.693147,0.692816,86
1341,0.693144,0.693304,86
1342,0.693148,0.693497,86
1343,0.693148,0.692913,86
1344,0.693145,0.693261,86
1345,0.693142,0.693191,86
1346,0.693149,0.693194,86
1347,0.693147,0.692635,86
1348,0.693142,0.692942,86
1349,0.693147,0.693082,86
1350,0.693148,0.693177,87
1351,0.693138,0.693596,87
1352,0.693147,0.693038,87
1353,0.693147,0.693214,87
1354,0.693142,0.693283,87
1355,0.693147,0.693018,87
1356,0.693146,0.693144,87
1357,0.693147,0.692784,87
1358,0.693148,0.691757,87
1359,0.693145,0.693597,87
1360,0.693147,0.693086,88
1361,0.693147,0.693102,88
1362,0.693147,0.693077,88
1363,0.693141,0.693374,88
1364,0.693147,0.692912,88
1365,0.693147,0.6934,88
1366,0.693147,0.692989,88
1367,0.693163,0.69766,88
1368,0.693149,0.691889,88
1369,0.693147,0.692177,88
1370,0.693148,0.693771,84
1371,0.693148,0.692883,84
1372,0.693148,0.693023,84
1373,0.693146,0.69325,84
1374,0.693147,0.693127,84
1375,0.693147,0.693031,84
1376,0.693147,0.693291,84
1377,0.693144,0.693206,84
1378,0.693148,0.69305,84
1379,0.693147,0.69331,84
1380,0.693143,0.693386,84
1381,0.693147,0.693179,84
1382,0.693152,0.694413,84
1383,0.693146,0.692869,84
1384,0.693144,0.692944,84
1385,0.693148,0.693061,84
1386,0.693145,0.693755,84
1387,0.693142,0.693056,84
1388,0.693147,0.693052,84
1389,0.693146,0.693054,84
1390,0.693147,0.693075,88
1391,0.693143,0.692601,88
1392,0.693147,0.693908,88
1393,0.693146,0.693524,88
1394,0.693147,0.693149,88
1395,0.693146,0.693548,88
1396,0.693146,0.692879,88
1397,0.693146,0.693123,88
1398,0.693147,0.693174,88
1399,0.693136,0.692824,88
1400,0.693145,0.692649,84
1401,0.693145,0.693074,84
1402,0.693146,0.694007,84
1403,0.693149,0.692399,84
1404,0.693138,0.691942,84
1405,0.693139,0.696536,84
1406,0.693148,0.692618,84
1407,0.693151,0.691745,84
1408,0.693148,0.693677,84
1409,0.693147,0.693487,84
1410,0.693143,0.693372,85
1411,0.693149,0.69337,85
1412,0.693147,0.693136,85
1413,0.693148,0.692839,85
1414,0.693143,0.693403,85
1415,0.693149,0.69336,85
1416,0.693146,0.693456,85
1417,0.693147,0.692963,85
1418,0.693146,0.693129,85
1419,0.693147,0.69324,85
1420,0.693148,0.69325,84
1421,0.693147,0.693047,84
1422,0.693147,0.69319,84
1423,0.693146,0.693131,84
1424,0.693147,0.693138,84
1425,0.693147,0.693307,84
1426,0.693148,0.693112,84
1427,0.693147,0.693239,84
1428,0.693147,0.693097,84
1429,0.693145,0.693276,84
1430,0.693148,0.693281,88
1431,0.693146,0.693219,88
1432,0.693147,0.693008,88
1433,0.693147,0.693116,88
1434,0.693148,0.693155,88
1435,0.693147,0.693307,88
1436,0.693147,0.69314,88
1437,0.693144,0.693286,88
1438,0.69315,0.693847,88
1439,0.693147,0.693011,88
1440,0.693147,0.69276,88
1441,0.693144,0.693998,88
1442,0.693151,0.692594,88
1443,0.693145,0.693434,88
1444,0.693147,0.693205,88
1445,0.693147,0.692926,88
1446,0.693146,0.693457,88
1447,0.693147,0.692948,88
1448,0.693142,0.69327,88
1449,0.693148,0.693522,88
1450,0.693148,0.693057,87
1451,0.693144,0.693376,87
1452,0.693147,0.693291,87
1453,0.693149,0.693383,87
1454,0.693145,0.69313,87
1455,0.693145,0.693245,87
1456,0.693147,0.693141,87
1457,0.693146,0.693118,87
1458,0.693147,0.693274,87
1459,0.693146,0.693512,87
1460,0.693148,0.693362,85
1461,0.693146,0.693013,85
1462,0.693147,0.693291,85
1463,0.693147,0.69314,85
1464,0.693147,0.693298,85
1465,0.693146,0.693212,85
1466,0.693145,0.693207,85
1467,0.693146,0.693268,85
1468,0.693146,0.693012,85
1469,0.693147,0.693211,85
1470,0.693146,0.693118,85
1471,0.693147,0.692996,85
1472,0.693147,0.693135,85
1473,0.693148,0.693143,85
1474,0.693147,0.693092,85
1475,0.693144,0.693121,85
1476,0.693152,0.693882,85
1477,0.693147,0.693074,85
1478,0.693147,0.693003,85
1479,0.693146,0.69317,85
1480,0.693147,0.693192,88
1481,0.693146,0.693246,88
1482,0.693146,0.693029,88
1483,0.693147,0.693411,88
1484,0.693147,0.693091,88
1485,0.693146,0.693109,88
1486,0.693147,0.693289,88
1487,0.693147,0.693059,88
1488,0.693147,0.693207,88
1489,0.693147,0.69308,88
1490,0.693147,0.693204,85
1491,0.693147,0.692942,85
1492,0.693147,0.693084,85
1493,0.693146,0.693294,85
1494,0.693147,0.693165,85
1495,0.693147,0.693189,85
1496,0.693147,0.693147,85
1497,0.693147,0.693201,85
1498,0.693147,0.693024,85
1499,0.693147,0.693186,85
1500,0.693148,0.693315,87
1501,0.693146,0.693303,87
1502,0.693146,0.693165,87
1503,0.693147,0.693202,87
1504,0.693147,0.693241,87
1505,0.693146,0.69312,87
1506,0.693147,0.69333,87
1507,0.693147,0.693171,87
1508,0.693147,0.693186,87
1509,0.693147,0.693035,87
1510,0.693147,0.693222,86
1511,0.693146,0.693419,86
1512,0.693147,0.693039,86
1513,0.693148,0.692866,86
1514,0.693147,0.693513,86
1515,0.693143,0.693255,86
1516,0.693147,0.693285,86
1517,0.693148,0.693513,86
1518,0.693146,0.693096,86
1519,0.693147,0.69283,86
1520,0.693147,0.693101,87
1521,0.693146,0.693383,87
1522,0.693147,0.693086,87
1523,0.693147,0.69318,87
1524,0.693147,0.69315,87
1525,0.693147,0.693128,87
1526,0.693146,0.693072,87
1527,0.693147,0.693113,87
1528,0.693147,0.693438,87
1529,0.693146,0.693101,87
1530,0.693147,0.693142,85
1531,0.693147,0.693065,85
1532,0.693146,0.693046,85
1533,0.693147,0.693016,85
1534,0.693147,0.693271,85
1535,0.693147,0.693148,85
1536,0.693148,0.692963,85
1537,0.693139,0.694274,85
1538,0.693149,0.693138,85
1539,0.693147,0.693439,85
1540,0.693146,0.693065,85
1541,0.693147,0.69325,85
1542,0.693147,0.693217,85
1543,0.693145,0.693447,85
1544,0.693146,0.693094,85
1545,0.693147,0.692998,85
1546,0.693147,0.693065,85
1547,0.693145,0.693435,85
1548,0.693146,0.692989,85
1549,0.693148,0.693119,85
1550,0.693147,0.693118,86
1551,0.693146,0.693248,86
1552,0.693147,0.693163,86
1553,0.693148,0.693219,86
1554,0.693145,0.693218,86
1555,0.693148,0.69312,86
1556,0.693147,0.693495,86
1557,0.693148,0.692692,86
1558,0.693144,0.694556,86
1559,0.693147,0.692807,86
1560,0.693143,0.693295,86
1561,0.693146,0.693089,86
1562,0.693147,0.693186,86
1563,0.693147,0.693055,86
1564,0.693144,0.693698,86
1565,0.69315,0.693401,86
1566,0.693145,0.693132,86
1567,0.693147,0.693043,86
1568,0.693147,0.693219,86
1569,0.693142,0.693366,86
1570,0.69315,0.693519,88
1571,0.693146,0.693339,88
1572,0.693144,0.693326,88
1573,0.693147,0.693162,88
1574,0.693147,0.693255,88
1575,0.693148,0.693326,88
1576,0.693145,0.693155,88
1577,0.693147,0.693093,88
1578,0.693145,0.693061,88
1579,0.693145,0.693453,88
1580,0.693145,0.693052,85
1581,0.693147,0.693311,85
1582,0.693146,0.693161,85
1583,0.693147,0.693164,85
1584,0.693145,0.69324,85
1585,0.693148,0.693105,85
1586,0.693147,0.693148,85
1587,0.693146,0.693202,85
1588,0.693147,0.693212,85
1589,0.693145,0.693165,85
1590,0.693147,0.693252,84
1591,0.693146,0.693069,84
1592,0.693146,0.69316,84
1593,0.693146,0.693148,84
1594,0.693147,0.693303,84
1595,0.693147,0.692967,84
1596,0.693146,0.693301,84
1597,0.693147,0.693219,84
1598,0.693146,0.693156,84
1599,0.693145,0.693131,84
1600,0.693147,0.693114,85
1601,0.693146,0.693284,85
1602,0.693147,0.693116,85
1603,0.693147,0.693326,85
1604,0.693147,0.693079,85
1605,0.693147,0.693268,85
1606,0.693146,0.693011,85
1607,0.693147,0.693238,85
1608,0.693146,0.693071,85
1609,0.693147,0.693324,85
1610,0.693147,0.69307,85
1611,0.693146,0.692888,85
1612,0.693146,0.693329,85
1613,0.693147,0.6931,85
1614,0.693147,0.693342,85
1615,0.693146,0.693073,85
1616,0.693146,0.693321,85
1617,0.693147,0.693032,85
1618,0.693147,0.692715,85
1619,0.693147,0.693413,85
1620,0.693147,0.692948,85
1621,0.693148,0.693098,85
1622,0.693145,0.693201,85
1623,0.693149,0.693255,85
1624,0.693148,0.692996,85
1625,0.693144,0.693499,85
1626,0.693148,0.693126,85
1627,0.693151,0.693552,85
1628,0.693145,0.693381,85
1629,0.693147,0.693144,85
1630,0.693147,0.693134,87
1631,0.693141,0.694112,87
1632,0.693147,0.692571,87
1633,0.693149,0.693432,87
1634,0.693146,0.693305,87
1635,0.693146,0.693008,87
1636,0.693147,0.69335,87
1637,0.693147,0.693141,87
1638,0.693147,0.693338,87
1639,0.693147,0.69286,87
1640,0.693147,0.693253,85
1641,0.693143,0.692903,85
1642,0.693147,0.693313,85
1643,0.693148,0.693237,85
1644,0.693142,0.693398,85
1645,0.693147,0.693158,85
1646,0.693148,0.693175,85
1647,0.693149,0.693545,85
1648,0.693147,0.692725,85
1649,0.693145,0.69341,85
1650,0.693148,0.692809,85
1651,0.693147,0.693305,85
1652,0.693148,0.693161,85
1653,0.693147,0.69326,85
1654,0.693147,0.693033,85
1655,0.693146,0.693328,85
1656,0.693147,0.693097,85
1657,0.693147,0.693141,85
1658,0.693147,0.693263,85
1659,0.693146,0.693282,85
1660,0.693147,0.693142,87
1661,0.693148,0.693051,87
1662,0.693146,0.69314,87
1663,0.693147,0.693077,87
1664,0.693145,0.69331,87
1665,0.693147,0.692978,87
1666,0.693146,0.693355,87
1667,0.693147,0.693024,87
1668,0.693147,0.69315,87
1669,0.693146,0.69315,87
1670,0.693147,0.693281,85
1671,0.693147,0.693096,85
1672,0.693147,0.693188,85
1673,0.693147,0.692991,85
1674,0.693146,0.693217,85
1675,0.693147,0.693106,85
1676,0.693146,0.693197,85
1677,0.693147,0.693169,85
1678,0.693147,0.693136,85
1679,0.693147,0.693035,85
1680,0.693144,0.693348,85
1681,0.693147,0.693287,85
1682,0.693146,0.693271,85
1683,0.693148,0.693342,85
1684,0.693146,0.693115,85
1685,0.693145,0.69346,85
1686,0.693149,0.692725,85
1687,0.693147,0.692918,85
1688,0.693143,0.693311,85
1689,0.693148,0.694332,85
1690,0.693146,0.692906,85
1691,0.693145,0.69622,85
1692,0.693145,0.6921,85
1693,0.693146,0.693004,85
1694,0.693145,0.693252,85
1695,0.693142,0.692989,85
1696,0.69315,0.693789,85
1697,0.693148,0.693454,85
1698,0.693136,0.692664,85
1699,0.693149,0.694303,85
1700,0.69314,0.693332,88
1701,0.693143,0.693205,88
1702,0.693146,0.692911,88
1703,0.693146,0.693223,88
1704,0.693144,0.693089,88
1705,0.693143,0.693262,88
1706,0.693148,0.693348,88
1707,0.693147,0.693249,88
1708,0.693145,0.693343,88
1709,0.693148,0.692792,88
1710,0.693146,0.693256,87
1711,0.693147,0.693103,87
1712,0.693144,0.693182,87
1713,0.693146,0.69288,87
1714,0.693144,0.693281,87
1715,0.693147,0.693044,87
1716,0.693147,0.692729,87
1717,0.693146,0.693562,87
1718,0.693145,0.693312,87
1719,0.693147,0.692855,87
1720,0.693149,0.693125,86
1721,0.693144,0.693216,86
1722,0.693147,0.693245,86
1723,0.693149,0.693349,86
1724,0.693148,0.692504,86
1725,0.693142,0.693407,86
1726,0.693148,0.693639,86
1727,0.693146,0.693041,86
1728,0.693146,0.693079,86
1729,0.693147,0.692802,86
1730,0.693141,0.693418,85
1731,0.693154,0.693373,85
1732,0.693143,0.693178,85
1733,0.693138,0.693282,85
1734,0.693148,0.693511,85
1735,0.693147,0.693212,85
1736,0.693147,0.692943,85
1737,0.693145,0.692971,85
1738,0.693148,0.693538,85
1739,0.693147,0.692727,85
1740,0.693146,0.693337,87
1741,0.693148,0.693036,87
1742,0.693146,0.69326,87
1743,0.693146,0.693056,87
1744,0.693147,0.693254,87
1745,0.693149,0.693105,87
1746,0.693147,0.69273,87
1747,0.693144,0.693392,87
1748,0.693147,0.693179,87
1749,0.693149,0.693116,87
1750,0.693146,0.693361,86
1751,0.693148,0.692705,86
1752,0.693144,0.693442,86
1753,0.693145,0.69308,86
1754,0.693148,0.693543,86
1755,0.693148,0.69293,86
1756,0.693147,0.693208,86
1757,0.693147,0.692992,86
1758,0.693144,0.693258,86
1759,0.693146,0.692546,86
1760,0.693147,0.693618,85
1761,0.693146,0.69319,85
1762,0.693146,0.693339,85
1763,0.693145,0.693187,85
1764,0.693145,0.693358,85
1765,0.693146,0.693041,85
1766,0.693146,0.692989,85
1767,0.693147,0.693274,85
1768,0.693146,0.693174,85
1769,0.693147,0.692942,85
1770,0.693147,0.693249,85
1771,0.693147,0.692898,85
1772,0.693147,0.693028,85
1773,0.693147,0.693213,85
1774,0.693145,0.693104,85
1775,0.693145,0.693352,85
1776,0.693147,0.692928,85
1777,0.693147,0.693238,85
1778,0.693147,0.693076,85
1779,0.693147,0.693104,85
1780,0.693147,0.693118,85
1781,0.693146,0.693033,85
1782,0.693147,0.693334,85
1783,0.693147,0.693143,85
1784,0.693146,0.69344,85
1785,0.693147,0.693147,85
1786,0.693147,0.693164,85
1787,0.693147,0.693078,85
1788,0.693146,0.693288,85
1789,0.693146,0.693152,85
1790,0.693147,0.693281,85
1791,0.693147,0.69325,85
1792,0.693142,0.693258,85
1793,0.693149,0.694191,85
1794,0.693147,0.693232,85
1795,0.693146,0.692612,85
1796,0.693144,0.694391,85
1797,0.693148,0.693757,85
1798,0.693146,0.692998,85
1799,0.693146,0.69235,85
1800,0.693148,0.692274,88
1801,0.693147,0.694059,88
1802,0.693146,0.693096,88
1803,0.693145,0.693043,88
1804,0.693145,0.694765,88
1805,0.693147,0.692738,88
1806,0.693147,0.693423,88
1807,0.693147,0.692952,88
1808,0.693147,0.693207,88
1809,0.693146,0.693165,88
1810,0.693147,0.693129,86
1811,0.693145,0.692974,86
1812,0.693146,0.693539,86
1813,0.693143,0.693861,86
1814,0.693147,0.692792,86
1815,0.693147,0.693432,86
1816,0.693146,0.693143,86
1817,0.693146,0.693179,86
1818,0.693147,0.693099,86
1819,0.693147,0.693079,86
1820,0.693147,0.693123,86
1821,0.693146,0.693121,86
1822,0.693146,0.693111,86
1823,0.693147,0.693173,86
1824,0.693147,0.69322,86
1825,0.693145,0.693125,86
1826,0.693147,0.693125,86
1827,0.693146,0.693233,86
1828,0.693146,0.693111,86
1829,0.693144,0.69327,86
1830,0.693146,0.693205,85
1831,0.693146,0.693051,85
1832,0.69315,0.69322,85
1833,0.693137,0.693297,85
1834,0.693148,0.693002,85
1835,0.693147,0.693628,85
1836,0.69315,0.693309,85
1837,0.693143,0.69299,85
1838,0.693143,0.692983,85
1839,0.693151,0.693657,85
1840,0.693141,0.693058,86
1841,0.693147,0.693889,86
1842,0.693147,0.692729,86
1843,0.693146,0.69323,86
1844,0.693146,0.693143,86
1845,0.693146,0.693383,86
1846,0.693146,0.693185,86
1847,0.693142,0.69323,86
1848,0.693146,0.693343,86
1849,0.693148,0.693006,86
1850,0.693146,0.693175,85
1851,0.693145,0.693203,85
1852,0.693146,0.693158,85
1853,0.693151,0.693236,85
1854,0.693146,0.692864,85
1855,0.693141,0.693,85
1856,0.693151,0.693815,85
1857,0.693148,0.692743,85
1858,0.693148,0.69328,85
1859,0.693139,0.693179,85
1860,0.693154,0.693506,88
1861,0.693146,0.693266,88
1862,0.693144,0.693126,88
1863,0.693146,0.693331,88
1864,0.693148,0.692926,88
1865,0.693144,0.693159,88
1866,0.693147,0.693224,88
1867,0.693146,0.693197,88
1868,0.693147,0.693211,88
1869,0.693144,0.693334,88
1870,0.693146,0.693142,85
1871,0.693146,0.692939,85
1872,0.693145,0.693173,85
1873,0.693148,0.693696,85
1874,0.693148,0.693078,85
1875,0.693146,0.692956,85
1876,0.693147,0.69336,85
1877,0.693149,0.692964,85
1878,0.693148,0.692872,85
1879,0.693144,0.693593,85
1880,0.693141,0.693019,86
1881,0.693148,0.693984,86
1882,0.693145,0.692689,86
1883,0.693149,0.692635,86
1884,0.693146,0.694604,86
1885,0.693146,0.692705,86
1886,0.693146,0.693318,86
1887,0.693145,0.698884,86
1888,0.69316,0.691199,86
1889,0.69315,0.692579,86
1890,0.693145,0.693013,85
1891,0.693147,0.692861,85
1892,0.693146,0.693095,85
1893,0.693147,0.693125,85
1894,0.693147,0.693249,85
1895,0.693147,0.69314,85
1896,0.693147,0.693075,85
1897,0.693146,0.693446,85
1898,0.693147,0.6932,85
1899,0.693147,0.693069,85
1900,0.693147,0.693175,87
1901,0.693147,0.693185,87
1902,0.693147,0.693117,87
1903,0.693146,0.693047,87
1904,0.693146,0.693335,87
1905,0.693148,0.693484,87
1906,0.693146,0.693176,87
1907,0.693145,0.693043,87
1908,0.693148,0.693464,87
1909,0.693146,0.693164,87
1910,0.693147,0.693068,85
1911,0.693144,0.693332,85
1912,0.693145,0.693316,85
1913,0.693148,0.693407,85
1914,0.693143,0.69325,85
1915,0.693148,0.693501,85
1916,0.693149,0.693339,85
1917,0.693146,0.692715,85
1918,0.693144,0.693307,85
1919,0.693147,0.693059,85
1920,0.693147,0.692928,85
1921,0.693147,0.693058,85
1922,0.693147,0.693031,85
1923,0.693147,0.693284,85
1924,0.693145,0.693268,85
1925,0.693146,0.693138,85
1926,0.693149,0.693397,85
1927,0.693146,0.692929,85
